kernel,fixture_source,fixture_token,coarse_native_cuda,audit_status,external_libraries,implementation_form,native_cuda_source,evidence_symbol,confidence,notes
aten_binary_cross_entropy,aten/src/ATen/native/Loss.cpp,binary_cross_entropy,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_binary_search_strided_rightmost_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,binary_search_strided_rightmost,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_bincount_cpu,aten/src/ATen/native/SummaryOps.cpp,_bincount_cpu_template,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_binomial_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_binomial_cpu,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_bitwise_and_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_and_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryBitwiseOpsKernels.cu,bitwise_and_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_bitwise_not_i32,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bitwise_not_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnaryOpsKernel.cu,bitwise_not_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_bitwise_or_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_or_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryBitwiseOpsKernels.cu,bitwise_or_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_bitwise_xor_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_xor_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryBitwiseOpsKernels.cu,bitwise_xor_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_blas_axpy_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,cpublas_axpy_impl,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_blas_copy_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,cpublas_copy_impl,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_blas_dot_naive_cpu,aten/src/ATen/native/BlasKernel.cpp,dot_naive,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_blas_gemv_generic_cpu,aten/src/ATen/native/BlasKernel.cpp,gemv,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_blas_scale_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,scale_,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_blas_sum_cpu,aten/src/ATen/native/cpu/BlasKernel.cpp,sum,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_block_diag_cpu,aten/src/ATen/native/TensorShape.cpp,block_diag,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_bmm,aten/src/ATen/native/LinearAlgebra.cpp,bmm,yes,EXTERNAL_LIBRARY,cuBLAS,LINKED_FIXED_LIBRARY,aten/src/ATen/native/cuda/Blas.cpp,at::cuda::blas::bgemm,HIGH,CUDA bmm uses batched GEMM for the supported dense layouts.
aten_cartesian_prod_cpu,aten/src/ATen/native/Itertools.cpp,cartesian_prod,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_cat_serial_cpu,aten/src/ATen/native/cpu/CatKernel.cpp,cat_serial_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_cat_sparse_cpu,aten/src/ATen/native/TensorShape.cpp,cat_sparse_impl,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_cauchy_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,cauchy_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/DistributionCauchyKernel.cu,cauchy_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_cdist_backward_cpu,aten/src/ATen/native/cpu/DistanceOpsKernel.cpp,cdist_backward_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/DistanceKernel.cu,cdist_backward_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_cdist_cpu,aten/src/ATen/native/cpu/DistanceOpsKernel.cpp,cdist_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/DistanceKernel.cu,cdist_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_ceil,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,ceil_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnaryFractionKernels.cu,ceil_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_channel_shuffle,aten/src/ATen/native/ChanelShuffle.cpp,channel_shuffle,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_channel_shuffle_cpu,aten/src/ATen/native/cpu/ChannelShuffleKernel.cpp,channel_shuffle_kernel_impl,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_chebyshev_polynomial_t,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_t_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/chebyshev_polynomial_t.cu|aten/src/ATen/native/cuda/shifted_chebyshev_polynomial_t.cu,chebyshev_polynomial_t_kernel_cuda|shifted_chebyshev_polynomial_t_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_chebyshev_polynomial_u,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_u_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/chebyshev_polynomial_u.cu|aten/src/ATen/native/cuda/shifted_chebyshev_polynomial_u.cu,chebyshev_polynomial_u_kernel_cuda|shifted_chebyshev_polynomial_u_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_chebyshev_polynomial_v,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_v_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/chebyshev_polynomial_v.cu|aten/src/ATen/native/cuda/shifted_chebyshev_polynomial_v.cu,chebyshev_polynomial_v_kernel_cuda|shifted_chebyshev_polynomial_v_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_chebyshev_polynomial_w,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_w_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/chebyshev_polynomial_w.cu|aten/src/ATen/native/cuda/shifted_chebyshev_polynomial_w.cu,chebyshev_polynomial_w_kernel_cuda|shifted_chebyshev_polynomial_w_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_circular_pad_cpu,aten/src/ATen/native/PadNd.cpp,_pad_circular_symint,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_clamp,aten/src/ATen/native/TensorCompare.cpp,clamp,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_clamp_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/TensorCompare.cu,clamp_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_clamp_max_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_max_scalar_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/TensorCompare.cu,clamp_max_scalar_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_clamp_min_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_min_scalar_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/TensorCompare.cu,clamp_min_scalar_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_clamp_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_scalar_kernel_impl,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/TensorCompare.cu,clamp_scalar_kernel_impl,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_coalesce_sparse_cpu,aten/src/ATen/native/sparse/SparseTensor.cpp,_coalesce_sparse_cpu,yes,EXTERNAL_LIBRARY,Thrust,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/sparse/cuda/SparseCUDATensor.cu,thrust::sort_by_key|unique_by_key,HIGH,"Sparse COO coalescing uses Thrust to sort and group indices, with ATen bookkeeping around it."
aten_col2im_cpu,aten/src/ATen/native/Col2Im.cpp,col2im_out_cpu_template,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_combinations_cpu,aten/src/ATen/native/Itertools.cpp,combinations,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_complex_scalarized,aten/src/ATen/native/cpu/ComplexKernel.cpp,complex_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ComplexKernel.cu,complex_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_compressed_block_convert_cpu,aten/src/ATen/native/TensorConversions.cpp,_compressed_to_block_compressed_cpu_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_conj_complex_scalarized,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,conj_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnaryComplexKernels.cu,conj_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_constant_pad_nd_cpu,aten/src/ATen/native/PadNd.cpp,constant_pad_nd,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_conv1d,aten/src/ATen/native/Convolution.cpp,conv1d,yes,EXTERNAL_LIBRARY,cuDNN,CONDITIONAL_BACKEND,aten/src/ATen/native/Convolution.cpp,cudnn_convolution,HIGH,The public convolution dispatcher can select the cuDNN backend when its guards hold.
aten_conv2d,aten/src/ATen/native/ConvolutionMM2d.cpp,slow_conv2d,yes,EXTERNAL_LIBRARY,cuDNN|cuBLAS,CONDITIONAL_BACKEND,aten/src/ATen/native/Convolution.cpp|aten/src/ATen/native/cuda/ConvolutionMM2d.cu,cudnn_convolution|at::cuda::blas::gemm,HIGH,Public convolution may select cuDNN; the explicit slow CUDA 2-D path is im2col plus cuBLAS GEMM.
aten_conv2d_columns_cpu,aten/src/ATen/native/ConvolutionMM2d.cpp,compute_columns2d,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_conv3d,aten/src/ATen/native/Convolution.cpp,conv3d,yes,EXTERNAL_LIBRARY,cuDNN,CONDITIONAL_BACKEND,aten/src/ATen/native/Convolution.cpp,cudnn_convolution,HIGH,The public convolution dispatcher can select the cuDNN backend when its guards hold.
aten_conv3d_columns_cpu,aten/src/ATen/native/ConvolutionMM3d.cpp,compute_columns3d,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_conv_tbc_backward_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc_backward,yes,EXTERNAL_LIBRARY,cuBLAS,ATEN_COMPOSITION,aten/src/ATen/native/ConvolutionTBC.cpp,Tensor::addmm_,HIGH,"CompositeExplicitAutograd backward invokes addmm, whose CUDA implementation uses cuBLAS."
aten_conv_tbc_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc,yes,EXTERNAL_LIBRARY,cuBLAS,ATEN_COMPOSITION,aten/src/ATen/native/ConvolutionTBC.cpp,Tensor::addmm_,HIGH,"CompositeExplicitAutograd conv_tbc invokes addmm, whose CUDA implementation uses cuBLAS."
aten_conv_transpose2d,aten/src/ATen/native/NaiveConvolutionTranspose2d.cpp,slow_conv_transpose2d,yes,EXTERNAL_LIBRARY,cuBLAS,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/cuda/NaiveConvolutionTranspose2d.cu,at::cuda::blas::gemm,HIGH,The explicit slow CUDA transpose-convolution path combines GEMM with ATen column kernels.
aten_conv_transpose3d_backward_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_backward_out_cpu_template,yes,EXTERNAL_LIBRARY,cuBLAS,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/cuda/NaiveConvolutionTranspose3d.cu,at::cuda::blas::gemm,HIGH,The CUDA backward path combines GEMM with ATen volume-column kernels.
aten_conv_transpose3d_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_out_cpu_template,yes,EXTERNAL_LIBRARY,cuBLAS,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/cuda/NaiveConvolutionTranspose3d.cu,at::cuda::blas::gemm,HIGH,The CUDA counterpart combines GEMM with ATen volume-column kernels.
aten_conv_transpose3d_grad_weight_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_acc_grad_parameters_cpu,yes,EXTERNAL_LIBRARY,cuBLAS,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/cuda/NaiveConvolutionTranspose3d.cu,at::cuda::blas::gemm,HIGH,The CUDA weight-gradient path combines GEMM with ATen volume-column kernels.
aten_convert_coo_to_csr_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_coo_to_csr_cpu,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_convert_csr_to_coo_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_csr_to_coo_cpu,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
